"index","term","group1","group2","null.value","estimate","conf.low","conf.high","p.adj","p.adj.signif"
"Shannon","ClimateZone","Af","Am",0,0.284339063815185,-0.0376869581753719,0.606365085805741,0.166,"ns"
"Shannon","ClimateZone","Af","Aw",0,0.42458864500578,0.119638115231241,0.72953917478032,0.000161,"***"
"Shannon","ClimateZone","Af","BSh",0,0.300871674612492,-0.284800890566481,0.886544239791464,0.953,"ns"
"Shannon","ClimateZone","Af","BSk",0,-0.271311103924627,-0.595251702286093,0.0526294944368396,0.244,"ns"
"Shannon","ClimateZone","Af","BWh",0,-0.452033580347606,-1.57511017220904,0.671043011513825,0.997,"ns"
"Shannon","ClimateZone","Af","BWk",0,0.455680238236131,-0.586619575696267,1.49798005216853,0.991,"ns"
"Shannon","ClimateZone","Af","Cfa",0,0.918891610332544,0.705564859775848,1.13221836088924,3.86e-08,"****"
"Shannon","ClimateZone","Af","Cfb",0,0.293892028061665,0.0836956746418372,0.504088381481492,0.000146,"***"
"Shannon","ClimateZone","Af","Csa",0,0.349697633145883,-0.399737163839676,1.09913243013144,0.982,"ns"
"Shannon","ClimateZone","Af","Csb",0,0.479956677855305,0.105276448176632,0.854636907533978,0.00104,"**"
"Shannon","ClimateZone","Af","Cwb",0,0.45666104789829,-0.0666876417814352,0.980009737578016,0.182,"ns"
"Shannon","ClimateZone","Af","Dfa",0,0.965136136472072,0.747701925518978,1.18257034742517,3.86e-08,"****"
"Shannon","ClimateZone","Af","Dfb",0,0.828445172683,0.381044403571683,1.27584594179432,5.23e-08,"****"
"Shannon","ClimateZone","Af","Dfc",0,0.133218984703878,-0.10076173213083,0.367199701538586,0.886,"ns"
"Shannon","ClimateZone","Af","Dwb",0,0.665207024112916,0.0562412753001705,1.27417277292566,0.0162,"*"
"Shannon","ClimateZone","Af","Dwc",0,-0.0102892425510617,-0.273227986550263,0.25264950144814,1,"ns"
"Shannon","ClimateZone","Af","EF",0,-1.30145635804165,-1.59129744346199,-1.01161527262132,3.86e-08,"****"
"Shannon","ClimateZone","Af","ET",0,-0.608448633439017,-0.909345333725516,-0.307551933152519,3.88e-08,"****"
"Shannon","ClimateZone","Am","Aw",0,0.140249581190596,-0.210269075894463,0.490768238275654,0.997,"ns"
"Shannon","ClimateZone","Am","BSh",0,0.0165326107973067,-0.594107100454965,0.627172322049579,1,"ns"
"Shannon","ClimateZone","Am","BSk",0,-0.555650167739811,-0.922809553595226,-0.188490781884397,1.76e-05,"****"
"Shannon","ClimateZone","Am","BWh",0,-0.736372644162791,-1.87266905555465,0.399923767229073,0.724,"ns"
"Shannon","ClimateZone","Am","BWk",0,0.171341174420946,-0.885189660660762,1.22787200950265,1,"ns"
"Shannon","ClimateZone","Am","Cfa",0,0.634552546517359,0.36000417945243,0.909100913582288,3.86e-08,"****"
"Shannon","ClimateZone","Am","Cfb",0,0.00955296424647978,-0.262570188656637,0.281676117149597,1,"ns"
"Shannon","ClimateZone","Am","Csa",0,0.065358569330698,-0.703745466731867,0.834462605393263,1,"ns"
"Shannon","ClimateZone","Am","Csb",0,0.19561761404012,-0.217000584621795,0.608235812702036,0.978,"ns"
"Shannon","ClimateZone","Am","Cwb",0,0.172321984083105,-0.378824416018016,0.723468384184227,1,"ns"
"Shannon","ClimateZone","Am","Dfa",0,0.680797072656888,0.403045133963861,0.958549011349915,3.86e-08,"****"
"Shannon","ClimateZone","Am","Dfb",0,0.544106108867815,0.0644854759126242,1.02372674182301,0.00919,"**"
"Shannon","ClimateZone","Am","Dfc",0,-0.151120079111307,-0.442007478641476,0.139767320418862,0.947,"ns"
"Shannon","ClimateZone","Am","Dwb",0,0.380867960297731,-0.252146878850616,1.01388279944608,0.828,"ns"
"Shannon","ClimateZone","Am","Dwc",0,-0.294628306366247,-0.609279361426956,0.0200227486944634,0.0993,"ns"
"Shannon","ClimateZone","Am","EF",0,-1.58579542185684,-1.92325113473273,-1.24833970898094,3.86e-08,"****"
"Shannon","ClimateZone","Am","ET",0,-0.892787697254202,-1.23978528744503,-0.545790107063372,3.86e-08,"****"
"Shannon","ClimateZone","Aw","BSh",0,-0.123716970393289,-0.725526677633848,0.47809273684727,1,"ns"
"Shannon","ClimateZone","Aw","BSk",0,-0.695899748930407,-1.04817816352948,-0.343621334331336,3.93e-08,"****"
"Shannon","ClimateZone","Aw","BWh",0,-0.876622225353386,-2.00819794147349,0.254953490766723,0.386,"ns"
"Shannon","ClimateZone","Aw","BWk",0,0.0310915932303506,-1.02036048473096,1.08254367119166,1,"ns"
"Shannon","ClimateZone","Aw","Cfa",0,0.494302965326764,0.239998280688968,0.74860764996456,4.01e-08,"****"
"Shannon","ClimateZone","Aw","Cfb",0,-0.130696616944116,-0.382381096236429,0.120987862348198,0.948,"ns"
"Shannon","ClimateZone","Aw","Csa",0,-0.0748910118598976,-0.837003264128837,0.687221240409042,1,"ns"
"Shannon","ClimateZone","Aw","Csb",0,0.055368032849525,-0.344066373076796,0.454802438775846,1,"ns"
"Shannon","ClimateZone","Aw","Cwb",0,0.0320724028925099,-0.509274455521886,0.573419261306905,1,"ns"
"Shannon","ClimateZone","Aw","Dfa",0,0.540547491466292,0.282787513544108,0.798307469388476,3.86e-08,"****"
"Shannon","ClimateZone","Aw","Dfb",0,0.40385652767722,-0.0644703008592711,0.872183356213711,0.199,"ns"
"Shannon","ClimateZone","Aw","Dfc",0,-0.291369660301903,-0.563232761836726,-0.0195065587670789,0.0211,"*"
"Shannon","ClimateZone","Aw","Dwb",0,0.240618379107136,-0.383882904600687,0.865119662814958,0.998,"ns"
"Shannon","ClimateZone","Aw","Dwc",0,-0.434877887556842,-0.732029958425493,-0.137725816688191,4.49e-05,"****"
"Shannon","ClimateZone","Aw","EF",0,-1.72604500304743,-2.04724653623694,-1.40484346985793,3.86e-08,"****"
"Shannon","ClimateZone","Aw","ET",0,-1.0330372784448,-1.36424928663435,-0.70182527025525,3.86e-08,"****"
"Shannon","ClimateZone","BSh","BSk",0,-0.572182778537118,-1.18383432099081,0.0394687639165735,0.1,"ns"
"Shannon","ClimateZone","BSh","BWh",0,-0.752905254960097,-1.99003141235322,0.484220902433029,0.814,"ns"
"Shannon","ClimateZone","BSh","BWk",0,0.154808563623639,-1.00948048993768,1.31909761718496,1,"ns"
"Shannon","ClimateZone","BSh","Cfa",0,0.618019935720052,0.0570489911763318,1.17899088026377,0.0143,"*"
"Shannon","ClimateZone","BSh","Cfb",0,-0.00697964655082695,-0.566767646699265,0.552808353597612,1,"ns"
"Shannon","ClimateZone","BSh","Csa",0,0.0488259585333912,-0.862674240617427,0.96032615768421,1,"ns"
"Shannon","ClimateZone","BSh","Csb",0,0.179085003242814,-0.460887943553579,0.819057950039207,1,"ns"
"Shannon","ClimateZone","BSh","Cwb",0,0.155789373285799,-0.58114613889195,0.892724885463547,1,"ns"
"Shannon","ClimateZone","BSh","Dfa",0,0.664264461859581,0.101718699977056,1.22681022374211,0.00478,"**"
"Shannon","ClimateZone","BSh","Dfb",0,0.527573498070509,-0.15751594595895,1.21266294209997,0.397,"ns"
"Shannon","ClimateZone","BSh","Dfc",0,-0.167652689908614,-0.736798606145987,0.40149322632876,1,"ns"
"Shannon","ClimateZone","BSh","Dwb",0,0.364335349500425,-0.435676763749283,1.16434746275013,0.986,"ns"
"Shannon","ClimateZone","BSh","Dwc",0,-0.311160917163553,-0.892811053598741,0.270489219271635,0.932,"ns"
"Shannon","ClimateZone","BSh","EF",0,-1.60232803265415,-2.19662421547617,-1.00803184983212,3.86e-08,"****"
"Shannon","ClimateZone","BSh","ET",0,-0.909320308051509,-1.50908603094879,-0.309554585154228,1.67e-05,"****"
"Shannon","ClimateZone","BSk","BWh",0,-0.180722476422979,-1.31756296082251,0.956118007976547,1,"ns"
"Shannon","ClimateZone","BSk","BWk",0,0.726991342160757,-0.330124620213368,1.78410730453488,0.62,"ns"
